Contig	Start	End	Strand	Length	PID	Gene	Synonym	Code	COG	Product	ket/xyl_E1004_01	ket/xyl_E1004_03	ket/xyl_E1004_04	propofol_E1004_05	propofol_E1004_06	propofol_E1004_08	input_E1004_13	input_E1004_14	input_E1004_15
CP009208	3393046	3393627	+	582	AIK81867.1	mobA	VK055_3306	-	-	molybdopterin-guanine dinucleotide biosynthesis protein A	768.2871933	750.068547	456.9173024	464.1306752	455.2614279	228.1845077	568.3137848	307.2356887	351.7084533
CP009208	3393624	3394130	+	507	AIK81868.1	mobB	VK055_3307	-	-	molybdopterin-guanine dinucleotide biosynthesis protein B	78.48712938	585.2614375	162.2442922	880.8656898	281.4958401	109.6762466	188.615307	111.6827668	121.3861034
CP009208	3394497	3394609	-	113	-	-	VK055_3308	-	-	5S ribosomal RNA	0	0	0	0	0	0	0	0	0
CP009208	3394711	3397608	-	2898	-	-	VK055_3309	-	-	23S ribosomal RNA	0	0	0	0	0	0	0	0	0
CP009208	3397794	3397869	-	76	-	-	VK055_3310	-	-	tRNA-Glu	0	0	0	0	0	0	0	0	0
CP009208	3397961	3399486	-	1526	-	-	VK055_3311	-	-	16S ribosomal RNA	0	0	0	0	0	0	0	0	0
CP009208	3399827	3399943	+	117	AIK81869.1	-	VK055_3312	-	-	hypothetical protein	30.7873154	0	0	25.20061947	0	0.723935621	29.89640754	20.823432	22.58346109
CP009208	3399971	3400672	+	702	AIK81870.1	-	VK055_3313	-	-	"bacterial regulatory, gntR family protein"	553.8432791	532.2877238	607.0994535	999.1236427	570.933569	2205.759444	579.0313649	341.3889993	350.9846244
CP009208	3400685	3402082	+	1398	AIK81871.1	-	VK055_3315	-	-	H+ antiporter-2 family protein	1167.537099	946.7579842	1579.036203	174.3235512	801.9101714	750.721239	840.5544204	543.9311008	599.1855477
CP009208	3402079	3403062	-	984	AIK81872.1	rbsR	VK055_3314	-	-	rbsR transcriptional repressor	645.1379317	115.855474	1274.424668	91.09214745	227.961626	263.8021403	410.0179477	273.2264849	291.3411246
CP009208	3403075	3404004	-	930	AIK81873.1	rbsK	VK055_3316	-	-	ribokinase	293.8341381	109.7733068	937.3642744	106.929234	255.8317731	351.5431376	368.6283458	277.4776353	303.0671525
CP009208	3404108	3404998	-	891	AIK81874.1	-	VK055_3317	-	-	rbsB	165.3484086	265.1628672	134.5523344	57.22159009	116.3339653	247.0068339	333.4436586	223.0773199	252.905811
CP009208	3405026	3405991	-	966	AIK81875.1	-	VK055_3318	-	-	branched-chain amino acid transport system / permease component family protein	439.3965653	700.5283147	460.1451993	865.0286033	607.7751092	811.4594376	903.0971409	642.7163093	704.2855013
CP009208	3405997	3407502	-	1506	AIK81876.1	ccmA11	VK055_3319	-	-	"heme ABC exporter, ATP-binding protein CcmA"	796.0368269	845.3231323	740.887286	379.6276805	965.52779	487.9326085	557.3846736	424.7547807	496.6913782
CP009208	3407513	3407932	-	420	AIK81877.1	rbsD	VK055_3320	-	-	D-ribose utilization	341.4518526	566.3282398	376.8994368	86.46818058	644.7637215	593.4100285	323.9247553	142.5216211	251.2410046
CP009208	3408118	3409986	-	1869	AIK81878.1	kup	VK055_3321	-	-	potassium uptake protein	495.0600316	566.7206377	2128.967903	873.1205453	390.8438845	911.2901597	1168.78031	811.4653672	879.8140049
CP009208	3410204	3411703	+	1500	AIK81879.1	-	VK055_3322	-	-	AAA domain family protein	460.4961388	627.1499112	221.4507171	222.5284059	263.405982	498.429675	614.2865624	453.432033	447.3262485
CP009208	3411700	3413148	+	1449	AIK81880.1	-	VK055_3323	-	-	VWA domain containing CoxE-like family protein	47.37141596	685.7152947	77.97919383	245.1858436	116.3339653	399.4676757	230.9215441	134.8839609	163.2957956
CP009208	3413152	3414144	-	993	AIK81881.1	asnA	VK055_3324	-	-	aspartate--ammonia ligase	445.8003269	118.994657	1013.72952	213.5116705	556.5940474	345.3172912	244.2480088	173.7927958	203.3235327
CP009208	3414296	3414754	+	459	AIK81882.1	asnC	VK055_3325	-	-	asnC transcriptional repressor AsnC transcriptional dual regulator	286.527282	76.90998442	212.7014176	143.1117748	535.709821	674.997573	417.8446016	239.5054946	245.0884591
CP009208	3414854	3415294	+	441	AIK81883.1	-	VK055_3326	-	-	flavodoxin family protein	33.66079817	45.91055192	34.48753017	78.60743689	79.56596106	76.66478226	404.1655849	252.9794801	298.4346477
CP009208	3415676	3417565	+	1890	AIK81884.1	gidA	VK055_3327	-	-	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	8.702547819	0	1.613948456	10.05712795	1.544256176	0.796329183	227.1139827	146.2683978	98.07881338
CP009208	3417681	3418304	+	624	AIK81885.1	gidB	VK055_3328	-	-	16S rRNA (guanine(527)-N(7))-methyltransferase GidB	13.71061779	32.56902401	523.0042444	44.62128035	195.6057823	54.00559733	146.5206011	83.72604837	89.24810103
CP009208	3419077	3419301	+	225	AIK81886.1	-	VK055_3329	-	-	ATP synthase I chain family protein	0	0	0	0	0	0	0.846124742	0	0
CP009208	3419309	3420124	+	816	AIK81887.1	atpB	VK055_3330	-	-	"ATP synthase F0, A subunit"	0	0	14.78037007	0	21.1048344	0	23.05689921	14.41067958	6.87637437
CP009208	3420174	3420413	+	240	AIK81888.1	atpE	VK055_3331	-	-	"ATP synthase F0, C subunit"	0	0	0	0	11.3980813	0	5.35879003	3.170349508	3.257229965
CP009208	3420470	3420934	+	465	AIK81889.1	atpF	VK055_3332	-	-	"ATP synthase F0, B subunit"	3.448179324	0	0	0	0	0	5.993383587	4.179097079	4.415356174
CP009208	3420949	3421482	+	534	AIK81890.1	atpH	VK055_3333	-	-	"ATP synthase F1, delta subunit"	0	0	0	0	0	0.796329183	12.40982954	8.142033964	5.283950832
CP009208	3421495	3423036	+	1542	AIK81891.1	atpA	VK055_3334	-	-	"ATP synthase F1, alpha subunit"	0	0	0	28.43739629	0	0.289574248	26.58241897	20.24700481	14.25942896
CP009208	3423087	3423950	+	864	AIK81892.1	atpG	VK055_3335	-	-	"ATP synthase F1, gamma subunit"	0	13.24342844	0	0	1.250112142	0	26.0888462	16.42817472	14.40419473
CP009208	3423977	3425359	+	1383	AIK81893.1	atpD	VK055_3336	-	-	"ATP synthase F1, beta subunit"	0	0	0	0	8.824321005	0	47.10094395	29.54189314	27.21596593
CP009208	3425380	3425799	+	420	AIK81894.1	atpC	VK055_3337	-	-	"ATP synthase F1, epsilon subunit"	0	4.316376676	0	0	0	1.013509869	10.22400729	9.006674739	5.066802167
CP009208	3425910	3426077	-	168	AIK81895.1	-	VK055_3338	-	-	hypothetical protein	15.18840893	69.74872311	0.849446556	44.27448284	97.36167509	74.13100759	60.56842942	30.11832033	34.6714034
CP009208	3426214	3426375	-	162	AIK81896.1	-	VK055_3339	-	-	hypothetical protein	0	30.99943249	55.29897079	84.38739548	3.823872436	0.868722745	57.9595448	30.11832033	23.95873596
CP009208	3426497	3427867	+	1371	AIK81897.1	glmU	VK055_3340	-	-	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	0	0	0	0	0	0	0	0	0
CP009208	3428051	3429880	+	1830	AIK81898.1	glmS	VK055_3341	-	-	glutamine-fructose-6-phosphate transaminase	0	0	0	0	0	0	0	0	0
CP009208	3430268	3431257	+	990	AIK81899.1	pstS	VK055_3342	-	-	"phosphate ABC transporter, phosphate-binding protein PstS"	42.60964451	24.23056907	61.41498599	41.15330519	27.72307516	15.05786092	66.6323234	57.35450474	35.46761517
CP009208	3431434	3432345	+	912	AIK81900.1	pstC	VK055_3343	-	-	"phosphate ABC transporter, permease protein PstC"	10.50873699	33.84431712	0	0	120.7461258	18.67753902	81.08695441	65.4965387	48.35176925
CP009208	3432345	3433235	+	891	AIK81901.1	pstA	VK055_3344	-	-	"phosphate ABC transporter, permease protein PstA"	0	0	0	0	0	0	35.18468717	25.14663587	19.54337979
CP009208	3433292	3434056	+	765	AIK81902.1	pstB	VK055_3345	-	-	"phosphate ABC transporter, ATP-binding protein"	11.32973207	47.38204397	126.0578689	0	30.81158751	124.7341075	91.09943052	76.23249499	51.17470189
CP009208	3434107	3434832	+	726	AIK81903.1	phoU	VK055_3346	-	-	phosphate transport system regulatory protein PhoU	0	0	0	0	0	0	8.531757811	4.683470864	1.52004065
CP009208	3435397	3436944	+	1548	AIK81904.1	-	VK055_3347	-	-	lamB porin family protein	1654.058782	2975.84742	793.7228618	1312.281799	1307.029013	1035.227938	1378.971798	917.0235952	889.0066317
CP009208	3436983	3438149	+	1167	AIK81905.1	-	VK055_3348	-	-	esterase family protein	522.7275657	85.54273777	612.4509668	0	143.6893604	247.7307695	421.9342045	328.4193877	353.8075571
CP009208	3438199	3438918	+	720	AIK81906.1	-	VK055_3349	-	-	glucosamine-6-phosphate isomerases/6-phosphogluconolactonase family protein	1153.333884	685.0285984	852.9292867	1023.515068	391.1380286	871.6184877	792.3253101	638.6092657	605.6276248
CP009208	3438999	3439664	-	666	AIK81907.1	-	VK055_3350	-	-	"HAD hydrolase, IA, variant 1 family protein"	520.7571775	472.839445	207.5197936	665.1576351	216.2694006	134.7244191	236.2098237	193.8956938	191.3803562
CP009208	3439834	3441171	+	1338	AIK81908.1	-	VK055_3351	-	-	permease family protein	542.7598456	934.6917494	666.9854356	5034.459535	742.0518605	628.3037255	843.4453466	763.621911	708.9180061
CP009208	3441217	3441783	-	567	AIK81909.1	yieF	VK055_3352	-	-	chromate reductase monomer	480.6105182	578.1982757	670.8928898	471.0666255	358.5615768	432.6963207	630.2219117	615.7683385	589.1967092
CP009208	3441820	3442395	-	576	AIK81910.1	-	VK055_3353	-	-	putative phosphopantetheinyl transferase	329.547424	201.6925102	279.7227508	206.1133235	237.9625231	432.5515335	361.7888374	460.0609456	472.2983449
CP009208	3442705	3443664	-	960	AIK81911.1	-	VK055_3354	-	-	putative transcriptional regulator LysR-type	229.2218256	332.1648051	162.6690154	69.59070148	630.1300558	439.9356769	504.0788148	570.3746978	574.2134513
CP009208	3443639	3444817	-	1179	AIK81912.1	-	VK055_3355	-	-	sugar (and other) transporter family protein	437.8366747	742.5148878	479.2577468	270.2708639	311.9397475	293.1215329	717.8663329	1015.30443	1051.723364
CP009208	3444917	3445336	-	420	AIK81913.1	-	VK055_3356	-	-	hypothetical protein	376.5904419	194.7274478	56.233362	43.34968946	212.2249202	152.6780225	370.6026368	490.1072126	517.3928842
CP009208	3445456	3446820	-	1365	AIK81914.1	trmE	VK055_3357	-	-	tRNA modification GTPase TrmE	0	0	0	6.12675611	0	0	54.50453544	87.04050467	53.20142276
CP009208	3447015	3448610	-	1596	AIK81915.1	oxaA	VK055_3358	-	-	inner-membrane protein insertion factor	0	0	0	0	0	0	0	0	0
CP009208	3450091	3451425	+	1335	AIK81916.1	dnaA	VK055_3359	-	-	chromosomal replication initiator protein DnaA	0	0	0	0	0	0	0	0	0
CP009208	3451430	3452530	+	1101	AIK81917.1	dnaN	VK055_3360	-	-	"DNA polymerase III, beta subunit"	0	0	0	0	0	0	0	0	0
CP009208	3452738	3453811	+	1074	AIK81918.1	recF	VK055_3361	-	-	"ssDNA and dsDNA binding, ATP binding protein"	157.8773534	133.0228812	90.12627957	105.1952464	63.97632729	175.2648138	387.1725797	354.2865575	330.2107355
CP009208	3453840	3456254	+	2415	AIK81919.1	gyrB	VK055_3362	-	-	"DNA gyrase, B subunit"	0	0	0	0	0	0	0	0	0
CP009208	3456456	3457268	+	813	AIK81920.1	yidA	VK055_3363	-	-	sugar phosphatase	229.7965221	155.8800577	198.0059922	107.622829	382.3872436	303.2566316	440.055376	365.0225138	345.411142
CP009208	3457436	3458500	+	1065	AIK81921.1	-	VK055_3364	-	-	hypothetical protein	528.7208297	873.1833818	695.8666185	451.9927621	543.7252459	666.9618876	933.980694	764.342445	758.9345818
CP009208	3458497	3459630	+	1134	AIK81922.1	-	VK055_3365	-	-	surface antigen family protein	636.0248863	737.2175164	1324.542015	784.6871788	601.8922286	435.447276	581.0761663	472.0938631	439.9431939
CP009208	3459860	3460549	+	690	AIK81923.1	-	VK055_3366	-	-	"bacterial regulatory, gntR family protein"	23.06996167	330.5952136	162.8389048	484.7073278	199.5767267	226.2298816	474.1824073	435.4186836	429.5924409
CP009208	3460681	3461424	+	744	AIK81924.1	dgoK	VK055_3367	-	-	2-oxo-3-deoxygalactonate kinase	21.67427004	28.44884628	0	16.29948324	71.47700014	151.8092997	76.64479951	73.49446587	74.77152341
CP009208	3461408	3462025	+	618	AIK81925.1	dgoA	VK055_3368	-	-	2-oxo-3-deoxygalactonate 6-phosphate aldolase	0	306.658943	258.4016423	127.8526841	117.4370054	48.57608017	184.1026417	175.0177035	166.8425571
CP009208	3462067	3463170	+	1104	AIK81926.1	dgoD	VK055_3369	-	-	galactonate dehydratase	389.2337661	198.945725	653.0545121	171.4335719	390.4762045	999.2483376	397.2555662	362.5006449	369.0803465
CP009208	3463392	3464684	+	1293	AIK81927.1	-	VK055_3370	-	-	phosphoglycerate transporter family protein	1059.412048	604.7832321	243.4513829	263.7973103	972.1460307	844.3985083	754.1791864	715.7064014	655.7165834
CP009208	3464736	3465962	+	1227	AIK81928.1	-	VK055_3371	-	-	hypothetical protein	173.1478618	66.02094326	139.4791245	49.3608464	177.3688522	455.5726863	402.1912939	486.8648097	440.3051083
CP009208	3465964	3466296	-	333	AIK81929.1	-	VK055_3372	-	-	hypothetical protein	98.92990681	169.9082819	165.1324105	0	20.95776239	60.59341148	139.0464992	189.9327569	178.9304994
CP009208	3466611	3467024	+	414	AIK81930.1	ibpA	VK055_3373	-	-	small heat shock protein IbpA	276.511142	478.0387169	335.0217216	118.7203495	402.9037899	453.1113052	382.8009352	398.5993972	413.8129713
CP009208	3467141	3467569	+	429	AIK81931.1	ibpB	VK055_3374	-	-	small heat shock protein ibpB	34.56389275	104.9664328	89.02199905	164.2664233	116.1133572	60.01426298	146.2385595	136.8294026	141.5809291
CP009208	3467706	3467975	+	270	AIK81932.1	-	VK055_3375	-	-	hypothetical protein	0	169.1234861	18.9426582	0	79.41888905	4.922762223	57.60699283	55.91343678	46.18028261
CP009208	3467975	3468529	+	555	AIK81933.1	-	VK055_3376	-	-	putative dNA-damage-inducible protein D	172.3268667	382.3917337	375.2854884	212.0088813	89.93453825	399.6848563	313.348196	304.7138198	263.8356271
CP009208	3468631	3470292	+	1662	AIK81934.1	-	VK055_3378	-	-	aspT/YidE/YbjL antiporter duplication domain protein	2.134587201	110.3619037	137.7802314	23.92902858	147.2190888	52.77490677	164.6417726	179.7011744	164.7434533
CP009208	3470284	3471006	-	723	AIK81935.1	-	VK055_3377	-	-	putative transcriptional regulator	473.8783586	272.226029	269.6992815	252.3529922	394.961901	947.1249729	632.055182	734.8726053	698.2053387
CP009208	3471305	3472927	+	1623	AIK81936.1	-	VK055_3379	-	-	"PTS system, alpha-glucoside-specific IIBC component domain protein"	149.9137011	130.7665934	309.7082143	138.9502046	153.5431855	311.4371041	431.8761702	584.713324	566.4684823
CP009208	3472924	3474246	+	1323	AIK81937.1	aglB	VK055_3380	-	-	6-phospho-alpha-glucosidase	139.1586656	132.7285828	100.0648043	156.4056796	162.2204345	341.4804324	345.289405	467.6986058	446.8195683
CP009208	3474348	3474695	+	348	AIK81938.1	-	VK055_3381	-	-	hypothetical protein	227.6619349	4.708774556	165.2173551	45.54607373	218.2548729	267.2046377	136.6491458	221.0598248	213.1676055
CP009208	3474685	3475047	+	363	AIK81939.1	-	VK055_3382	-	-	hypothetical protein	0	63.47035704	0	3.814772672	0	0	15.01871416	21.39985918	19.61576268
CP009208	3475119	3475544	+	426	AIK81940.1	-	VK055_3383	-	-	putative dNA-binding transcriptional regulator	56.64866033	0	0	0	1112.820415	8.904408138	88.98411866	201.7495141	250.8790902
CP009208	3475548	3476876	-	1329	AIK81941.1	dsdA	VK055_3384	-	-	D-serine ammonia-lyase	221.7507704	113.991584	149.5025938	321.9436937	74.12429644	423.4299447	313.9827895	554.5229503	571.3905187
CP009208	3476894	3478231	-	1338	AIK81942.1	-	VK055_3385	-	-	dsdX Gnt transporter	310.1719402	140.3803415	158.5067273	163.1104315	337.6038145	822.8252268	310.7393114	378.280339	364.5202245
CP009208	3478457	3479380	+	924	AIK81943.1	dsdC	VK055_3386	-	-	D-serine deaminase transcriptional activator	223.5569595	219.7428126	124.1041418	9.479132095	60.66720691	57.48048831	212.3067998	274.2352324	300.8956659
CP009208	3479540	3480724	-	1185	AIK81944.1	-	VK055_3387	-	-	sugar (and other) transporter family protein	546.2901244	386.0214141	382.5057841	28.89979297	317.7490922	109.5314595	502.5275861	659.5768045	635.9560549
CP009208	3480900	3481733	-	834	AIK81945.1	-	VK055_3388	-	-	eamA-like transporter family protein	40.55715682	27.66405052	184.3299026	5.664359423	106.1859961	86.1483389	133.3351572	189.3563297	183.2734727
CP009208	3481802	3482248	-	447	AIK81946.1	-	VK055_3389	-	-	acetyltransferase family protein	14.53161287	164.5128111	138.6296779	26.58780954	206.8567916	10.20749226	152.5844951	208.23432	206.8702942
CP009208	3482901	3483032	+	132	AIK81947.1	-	VK055_3390	-	-	hypothetical protein	0	0	11.29763919	0	81.55143329	0.868722745	38.42816535	45.32158728	47.04887727
CP009208	3483321	3484979	+	1659	AIK81948.1	ilvB2	VK055_3391	-	-	"acetolactate synthase, large subunit, biosynthetic type"	70.44137763	48.85353602	438.9090354	336.7403877	330.7649657	166.0708315	436.1067939	666.9983044	689.8813065
CP009208	3484983	3485270	+	288	AIK81949.1	ilvN2	VK055_3392	-	-	ilvN	12.39702567	0	0	0	21.54605045	22.29721713	40.12041483	81.06007265	78.31828493
CP009208	3485421	3486014	+	594	AIK81950.1	uhpA	VK055_3393	-	-	uhpA transcriptional activator	0	0	13.93092352	77.68264351	0	2.316593987	7.333081094	26.08333004	23.95873596
CP009208	3486011	3487513	+	1503	AIK81951.1	-	VK055_3394	-	-	"histidine kinase-, DNA gyrase B-, and HSP90-likeATPase family protein"	206.1518639	20.89518709	421.5803257	108.2008249	74.85965653	105.6222071	383.9996119	824.5070323	780.4322996
CP009208	3487525	3488853	+	1329	AIK81952.1	uhpC	VK055_3395	-	-	uhpC	143.920437	307.1494403	207.180015	104.6172506	142.4392482	227.4605721	630.4334429	1174.830653	1175.9324
CP009208	3488999	3490390	+	1392	AIK81953.1	-	VK055_3396	-	-	phosphoglycerate transporter family protein	378.3145316	633.3301778	293.1440064	874.3921362	732.8598595	346.0412268	607.0945021	769.9626101	724.1907955
CP009208	3490527	3490979	+	453	AIK81954.1	-	VK055_3397	-	-	hypothetical protein	73.3969599	5.689769255	82.05653729	147.1577458	91.69940245	415.4666529	146.3795803	171.7753006	158.0118447
CP009208	3491109	3491336	-	228	AIK81955.1	-	VK055_3398	-	-	helix-turn-helix family protein	0	0	0	0	0	0	12.26880875	10.59184949	7.238288811
CP009208	3491416	3491775	-	360	AIK81956.1	-	VK055_3399	-	-	hypothetical protein	412.5500263	594.9732851	313.7006131	282.6399753	247.4486682	357.8413775	216.5374235	193.8956938	186.1687882
CP009208	3491987	3493180	+	1194	AIK81957.1	-	VK055_3401	-	-	major Facilitator Superfamily protein	280.5340179	144.4024197	226.3775071	97.33450273	360.9147291	165.8536508	425.7417658	506.1751203	516.7414382
CP009208	3493177	3493986	-	810	AIK81958.1	phnX	VK055_3400	-	-	phosphonoacetaldehyde hydrolase	20.36067792	63.47035704	0	48.66725137	4.191552478	25.12056605	107.6693734	168.1005773	154.5374661
CP009208	3493996	3495099	-	1104	AIK81959.1	phnW	VK055_3402	-	-	2-aminoethylphosphonate--pyruvate transaminase	114.3646143	566.9168367	511.3668266	315.0077434	318.7050603	214.0677631	655.8171852	915.0781534	856.2895663
CP009208	3495241	3495960	+	720	AIK81960.1	-	VK055_3403	-	-	transcriptional regulator protein	1.0672936	18.34460087	3.737564846	0	2.867904327	58.13203037	29.96691793	32.42402906	42.56113821
CP009208	3496139	3497152	+	1014	AIK81961.1	phnS	VK055_3404	-	-	"2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein"	521.4139735	192.8635579	427.5264516	539.7325336	265.9062063	118.4358676	478.6950726	464.6723631	435.4554548
CP009208	3497158	3498270	+	1113	AIK81962.1	phnT	VK055_3405	-	-	"2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT"	172.6552647	201.2020128	187.9825228	125.6562998	108.3920763	736.7492815	541.1672827	461.574067	453.6959426
CP009208	3498270	3499130	+	861	AIK81963.1	phnU	VK055_3406	-	-	"2-aminoethylphosphonate ABC transporter, permease protein"	667.1405998	696.8005348	214.5702	358.2418337	752.4204377	488.8013313	556.6795696	487.5853436	452.3930507
CP009208	3499133	3499930	+	798	AIK81964.1	phnV	VK055_3407	-	-	"2-aminoethylphosphonate ABC transport system, membrane component PhnV"	771.9816711	207.8727768	116.8838461	352.4618751	328.8530295	256.0560291	264.4139818	218.9702762	215.3390921
CP009208	3500129	3501508	-	1380	AIK81965.1	-	VK055_3408	-	-	lamB porin family protein	58.4548495	331.8705067	115.8645102	96.6409077	219.137305	254.0290094	183.1860066	143.602422	147.9506233
CP009208	3501653	3501955	-	303	AIK81966.1	-	VK055_3409	-	-	"PTS system, Lactose/Cellobiose specific IIA subunit"	0	174.4208575	3.397786223	0	2.573760293	40.17842696	15.37126614	13.6180922	14.33181185
CP009208	3502053	3503375	-	1323	AIK81967.1	-	VK055_3410	-	-	"PTS system, lactose/cellobiose IIC component family protein"	604.4986754	1246.255666	1395.131023	255.7053682	679.1050374	758.0329887	817.8500732	637.4564113	620.1765853
CP009208	3503387	3503701	-	315	AIK81968.1	-	VK055_3411	-	-	"PTS system, Lactose/Cellobiose specific IIB subunit"	348.8408083	245.3467743	171.163481	323.0996854	621.8204868	312.5230076	452.2536744	350.6118342	324.9267847
